,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
29,11830,1180007,410,09-May-2022 19:22:51
30,11831,8050064,536,09-May-2022 19:22:51
31,11832,34240014,644,09-May-2022 19:22:51
32,11833,34030257,522,09-May-2022 19:22:51
33,11834,34050228,551,09-May-2022 19:22:51
34,11835,22300138,632,09-May-2022 19:22:51
35,11836,21180131,664,09-May-2022 19:22:51
36,11837,53160201,431,09-May-2022 19:22:51
37,11838,49120039,658,09-May-2022 19:22:51
38,11839,19120045,480,09-May-2022 19:22:52
39,11840,10140115,647,09-May-2022 19:22:52
40,11841,11050003,415,09-May-2022 19:22:52
41,11842,8110005,633,09-May-2022 19:22:52
42,11843,10050287,502,09-May-2022 19:22:52
43,11844,35060040,415,09-May-2022 19:22:52
44,11845,37070036,576,09-May-2022 19:22:52
45,11846,27060007,271,09-May-2022 19:22:52
46,11847,22470012,533,09-May-2022 19:22:52
47,11848,56240169,557,09-May-2022 19:22:52
48,11849,49230051,349,09-May-2022 19:22:52
49,11850,71070147,570,09-May-2022 19:22:52
0,11851,55440036,641,09-May-2022 19:22:52
1,11852,43230005,295,09-May-2022 19:22:53
2,11853,15020032,469,09-May-2022 19:22:53
3,11854,39010496,578,09-May-2022 19:22:53
4,11855,39010614,356,09-May-2022 19:22:53
5,11856,39010579,503,09-May-2022 19:22:53
6,11857,39061204,535,09-May-2022 19:22:53
7,11858,76040078,658,09-May-2022 19:22:53
8,11859,76050049,462,09-May-2022 19:22:53
9,11860,75040338,609,09-May-2022 19:22:53
10,11861,74040062,527,09-May-2022 19:22:53
11,11862,74040550,549,09-May-2022 19:22:53
12,11863,74040874,436,09-May-2022 19:22:53
13,11864,69140002,481,09-May-2022 19:22:53
14,11865,69180007,504,09-May-2022 19:22:53
15,11866,17290004,643,09-May-2022 19:22:53
16,11867,8040045,615,09-May-2022 19:22:53
17,11868,8040063,558,09-May-2022 19:22:53
18,11869,10080005,369,09-May-2022 19:22:53
19,11870,6010014,363,09-May-2022 19:22:53
20,11871,31350109,654,09-May-2022 19:22:53
21,11872,31320036,490,09-May-2022 19:22:53
22,11873,24020343,469,09-May-2022 19:22:53
23,11874,22370044,671,09-May-2022 19:22:53
24,11875,24020129,422,09-May-2022 19:22:53
25,11876,45070073,463,09-May-2022 19:22:53
26,11877,49170063,387,09-May-2022 19:22:53
27,11878,43050086,692,09-May-2022 19:22:53
28,11879,43050166,508,09-May-2022 19:22:53
29,11880,21030309,599,09-May-2022 19:22:53
30,11881,55330028,649,09-May-2022 19:22:53
31,11882,18030003,382,09-May-2022 19:22:53
32,11883,38020039,467,09-May-2022 19:22:53
33,11884,21050041,454,09-May-2022 19:22:54
34,11885,63030006,410,09-May-2022 19:22:54
35,11886,14020064,666,09-May-2022 19:22:54
36,11887,14190030,507,09-May-2022 19:22:54
37,11888,10140136,479,09-May-2022 19:22:54
38,11889,8040048,681,09-May-2022 19:22:54
39,11890,10050281,526,09-May-2022 19:22:54
40,11891,10050320,582,09-May-2022 19:22:54
41,11892,4070057,608,09-May-2022 19:22:54
42,11893,5080081,516,09-May-2022 19:22:54
43,11894,35220001,629,09-May-2022 19:22:54
44,11895,28210022,474,09-May-2022 19:22:54
45,11896,29270025,397,09-May-2022 19:22:54
46,11897,22170522,670,09-May-2022 19:22:54
47,11898,22190088,635,09-May-2022 19:22:54
48,11899,21030013,489,09-May-2022 19:22:54
49,11900,55050040,524,09-May-2022 19:22:54
0,11901,55180090,649,09-May-2022 19:22:54
1,11902,52130005,453,09-May-2022 19:22:54
2,11903,39141475,566,09-May-2022 19:22:54
3,11904,43190004,682,09-May-2022 19:22:54
4,11905,34110057,671,09-May-2022 19:22:54
5,11906,76040100,601,09-May-2022 19:22:54
6,11907,76050014,380,09-May-2022 19:22:54
7,11908,77030007,468,09-May-2022 19:22:54
8,11909,65080005,531,09-May-2022 19:22:54
9,11910,16030058,630,09-May-2022 19:22:54
10,11911,43120001,555,09-May-2022 19:22:55
11,11912,45040097,428,09-May-2022 19:22:55
12,11913,39061203,642,09-May-2022 19:22:55
13,11914,75040211,669,09-May-2022 19:22:55
14,11915,75040547,566,09-May-2022 19:22:55
15,11916,75040605,587,09-May-2022 19:22:55
16,11917,74040836,518,09-May-2022 19:22:55
17,11918,72230032,611,09-May-2022 19:22:55
18,11919,74030597,674,09-May-2022 19:22:55
19,11920,16010043,464,09-May-2022 19:22:55
20,11921,15200013,529,09-May-2022 19:22:55
21,11922,62030086,339,09-May-2022 19:22:55
22,11923,31360002,424,09-May-2022 19:22:55
23,11924,34050138,533,09-May-2022 19:22:55
24,11925,30220112,483,09-May-2022 19:22:55
25,11926,30410012,329,09-May-2022 19:22:55
26,11927,24020833,574,09-May-2022 19:22:55
27,11928,28210005,601,09-May-2022 19:22:55
28,11929,22190031,655,09-May-2022 19:22:55
29,11930,22370001,667,09-May-2022 19:22:55
30,11931,22500172,515,09-May-2022 19:22:55
31,11932,22520042,521,09-May-2022 19:22:55
32,11933,24020388,626,09-May-2022 19:22:55
33,11934,21100029,615,09-May-2022 19:22:55
34,11935,21170110,561,09-May-2022 19:22:55
35,11936,21230076,638,09-May-2022 19:22:55
36,11937,21010043,561,09-May-2022 19:22:55
37,11938,49110050,493,09-May-2022 19:22:55
38,11939,45150050,642,09-May-2022 19:22:55
39,11940,49060011,381,09-May-2022 19:22:55
40,11941,21080229,480,09-May-2022 19:22:56
41,11942,21090185,533,09-May-2022 19:22:56
42,11943,21110012,560,09-May-2022 19:22:56
43,11944,16100019,348,09-May-2022 19:22:56
44,11945,17270006,591,09-May-2022 19:22:56
45,11946,12400018,375,09-May-2022 19:22:56
46,11947,10140097,645,09-May-2022 19:22:56
47,11948,2050007,472,09-May-2022 19:22:56
48,11949,34280106,647,09-May-2022 19:22:56
49,11950,31250019,402,09-May-2022 19:22:56
0,11951,32130120,448,09-May-2022 19:22:56
1,11952,34050087,538,09-May-2022 19:22:56
2,11953,34050122,600,09-May-2022 19:22:56
3,11954,26040020,481,09-May-2022 19:22:56
4,11955,29120029,349,09-May-2022 19:22:56
5,11956,20110015,227,09-May-2022 19:22:56
6,11957,20070004,286,09-May-2022 19:22:56
7,11958,56080021,591,09-May-2022 19:22:56
8,11959,56050028,385,09-May-2022 19:22:56
9,11960,56220019,350,09-May-2022 19:22:56
10,11961,56240166,542,09-May-2022 19:22:56
11,11962,54100010,522,09-May-2022 19:22:56
12,11963,52080023,611,09-May-2022 19:22:56
13,11964,53070015,453,09-May-2022 19:22:56
14,11965,47110023,527,09-May-2022 19:22:56
15,11966,49080015,590,09-May-2022 19:22:56
16,11967,39010635,278,09-May-2022 19:22:56
17,11968,76040304,657,09-May-2022 19:22:56
18,11969,82010065,548,09-May-2022 19:22:56
19,11970,75010764,445,09-May-2022 19:22:56
20,11971,74041058,647,09-May-2022 19:22:56
21,11972,73320313,427,09-May-2022 19:22:56
22,11973,67100005,463,09-May-2022 19:22:56
23,11974,69060021,512,09-May-2022 19:22:56
24,11975,70020049,404,09-May-2022 19:22:56
25,11976,55110122,545,09-May-2022 19:22:57
26,11977,22170219,608,09-May-2022 19:22:57
27,11978,49090029,699,09-May-2022 19:22:57
28,11979,73120001,459,09-May-2022 19:22:57
29,11980,73240015,328,09-May-2022 19:22:57
30,11981,69120003,413,09-May-2022 19:22:57
31,11982,71080038,494,09-May-2022 19:22:57
32,11983,63120095,437,09-May-2022 19:22:57
33,11984,17020022,581,09-May-2022 19:22:57
34,11985,21090232,607,09-May-2022 19:22:57
35,11986,22300086,596,09-May-2022 19:22:57
36,11987,24020231,582,09-May-2022 19:22:57
37,11988,58020461,595,09-May-2022 19:22:57
38,11989,58070020,506,09-May-2022 19:22:57
39,11990,54040068,543,09-May-2022 19:22:57
40,11991,55030053,501,09-May-2022 19:22:57
41,11992,55320015,398,09-May-2022 19:22:57
42,11993,17230009,503,09-May-2022 19:22:57
43,11994,17240159,483,09-May-2022 19:22:57
44,11995,11100001,382,09-May-2022 19:22:57
45,11996,12160011,549,09-May-2022 19:22:57
46,11997,10050183,662,09-May-2022 19:22:57
47,11998,5060113,482,09-May-2022 19:22:57
48,11999,34270014,388,09-May-2022 19:22:57
49,12000,34050359,476,09-May-2022 19:22:57
0,12001,24060005,482,09-May-2022 19:22:57
1,12002,28220023,678,09-May-2022 19:22:57
2,12003,51110012,431,09-May-2022 19:22:57
3,12004,29030014,682,09-May-2022 19:22:58
4,12005,1070007,475,09-May-2022 19:22:58
5,12006,56460043,510,09-May-2022 19:22:58
6,12007,54150034,590,09-May-2022 19:22:58
7,12008,45030047,577,09-May-2022 19:22:58
8,12009,39010413,635,09-May-2022 19:22:58
9,12010,39010594,436,09-May-2022 19:22:58
10,12011,34220042,473,09-May-2022 19:22:58
11,12012,80050004,559,09-May-2022 19:22:58
12,12013,76010091,594,09-May-2022 19:22:58
13,12014,65080037,422,09-May-2022 19:22:58
14,12015,67250001,514,09-May-2022 19:22:58
15,12016,72060021,572,09-May-2022 19:22:58
16,12017,63140019,495,09-May-2022 19:22:58
17,12018,55330070,625,09-May-2022 19:22:58
18,12019,8070006,625,09-May-2022 19:22:58
19,12020,10190010,568,09-May-2022 19:22:58
20,12021,55460092,593,09-May-2022 19:22:58
21,12022,10080020,578,09-May-2022 19:22:58
22,12023,10140055,540,09-May-2022 19:22:58
23,12024,22500044,680,09-May-2022 19:22:58
24,12025,39040677,520,09-May-2022 19:22:59
25,12026,14120023,599,09-May-2022 19:22:59
26,12027,75020352,451,09-May-2022 19:22:59
27,12028,75010046,487,09-May-2022 19:22:59
28,12029,21090144,605,09-May-2022 19:22:59
29,12030,62090058,485,09-May-2022 19:22:59
30,12031,15030035,510,09-May-2022 19:22:59
31,12032,10190103,628,09-May-2022 19:22:59
32,12033,11010009,400,09-May-2022 19:22:59
33,12034,2050004,576,09-May-2022 19:22:59
34,12035,36170018,547,09-May-2022 19:22:59
35,12036,37250018,433,09-May-2022 19:22:59
36,12037,33140120,612,09-May-2022 19:22:59
37,12038,30360053,593,09-May-2022 19:22:59
38,12039,31080149,496,09-May-2022 19:22:59
39,12040,28160032,440,09-May-2022 19:22:59
40,12041,22200022,541,09-May-2022 19:22:59
41,12042,58050047,648,09-May-2022 19:22:59
42,12043,49290035,647,09-May-2022 19:22:59
43,12044,49290005,643,09-May-2022 19:22:59
44,12045,37340011,538,09-May-2022 19:22:59
45,12046,74010071,560,09-May-2022 19:22:59
46,12047,74020081,584,09-May-2022 19:22:59
47,12048,75030135,585,09-May-2022 19:22:59
48,12049,13120105,590,09-May-2022 19:23:00
49,12050,58050019,481,09-May-2022 19:23:00
0,12051,10310001,638,09-May-2022 19:23:00
1,12052,10050081,647,09-May-2022 19:23:00
2,12053,10280143,690,09-May-2022 19:23:00
3,12054,8030051,597,09-May-2022 19:23:00
4,12055,34140012,529,09-May-2022 19:23:00
5,12056,21210025,508,09-May-2022 19:23:00
6,12057,63030141,485,09-May-2022 19:23:00
7,12058,55260082,582,09-May-2022 19:23:00
8,12059,49300105,625,09-May-2022 19:23:00
9,12060,45270081,326,09-May-2022 19:23:00
10,12061,39121762,629,09-May-2022 19:23:00
11,12062,76050408,380,09-May-2022 19:23:00
12,12063,76040280,647,09-May-2022 19:23:00
13,12064,72060005,573,09-May-2022 19:23:00
14,12065,74020251,646,09-May-2022 19:23:00
15,12066,63170005,582,09-May-2022 19:23:00
16,12067,64120007,363,09-May-2022 19:23:00
17,12068,17050010,378,09-May-2022 19:23:00
18,12069,14100082,618,09-May-2022 19:23:01
19,12070,74020052,692,09-May-2022 19:23:01
20,12071,34050349,463,09-May-2022 19:23:01
21,12072,22140111,726,09-May-2022 19:23:01
22,12073,22170791,635,09-May-2022 19:23:01
23,12074,21220008,616,09-May-2022 19:23:01
24,12075,55230023,377,09-May-2022 19:23:01
25,12076,57060001,700,09-May-2022 19:23:01
26,12077,52150022,348,09-May-2022 19:23:01
27,12078,43050183,568,09-May-2022 19:23:01
28,12079,45010272,613,09-May-2022 19:23:01
29,12080,45310087,535,09-May-2022 19:23:01
30,12081,39050783,580,09-May-2022 19:23:01
31,12082,39061039,448,09-May-2022 19:23:01
32,12083,42090055,579,09-May-2022 19:23:01
33,12084,76060026,569,09-May-2022 19:23:01
34,12085,80040018,650,09-May-2022 19:23:01
35,12086,83150047,388,09-May-2022 19:23:01
36,12087,75010666,651,09-May-2022 19:23:01
37,12088,75030171,583,09-May-2022 19:23:01
38,12089,75040365,612,09-May-2022 19:23:01
39,12090,15060024,484,09-May-2022 19:23:01
40,12091,45270079,407,09-May-2022 19:23:02
41,12092,76050038,439,09-May-2022 19:23:02
42,12093,75010879,633,09-May-2022 19:23:02
43,12094,75020335,560,09-May-2022 19:23:02
44,12095,17090024,534,09-May-2022 19:23:02
45,12096,14120048,629,09-May-2022 19:23:02
46,12097,73320343,575,09-May-2022 19:23:02
47,12098,12270010,355,09-May-2022 19:23:02
48,12099,10050176,647,09-May-2022 19:23:02
49,12100,38160018,554,09-May-2022 19:23:02
0,12101,34180013,551,09-May-2022 19:23:02
1,12102,30340043,504,09-May-2022 19:23:02
2,12103,22300122,570,09-May-2022 19:23:02
3,12104,21160033,595,09-May-2022 19:23:02
4,12105,21020038,358,09-May-2022 19:23:02
5,12106,62030008,456,09-May-2022 19:23:02
6,12107,57030020,435,09-May-2022 19:23:02
7,12108,58020616,506,09-May-2022 19:23:02
8,12109,55020038,534,09-May-2022 19:23:02
9,12110,55110106,394,09-May-2022 19:23:02
10,12111,45170075,296,09-May-2022 19:23:02
11,12112,49270013,642,09-May-2022 19:23:03
12,12113,45150138,676,09-May-2022 19:23:03
13,12114,41070034,531,09-May-2022 19:23:03
14,12115,39010084,642,09-May-2022 19:23:03
15,12116,80020082,325,09-May-2022 19:23:03
16,12117,77080004,305,09-May-2022 19:23:03
17,12118,31350021,582,09-May-2022 19:23:03
18,12119,12160012,365,09-May-2022 19:23:03
19,12120,60110003,457,09-May-2022 19:23:03
20,12121,10140244,640,09-May-2022 19:23:03
21,12122,5020021,634,09-May-2022 19:23:03
22,12123,10010035,556,09-May-2022 19:23:03
23,12124,83050085,601,09-May-2022 19:23:03
24,12125,75010850,551,09-May-2022 19:23:03
25,12126,74040313,519,09-May-2022 19:23:03
26,12127,74040759,426,09-May-2022 19:23:03
27,12128,73180036,598,09-May-2022 19:23:03
28,12129,74030178,663,09-May-2022 19:23:03
29,12130,63030344,453,09-May-2022 19:23:03
30,12131,71020013,261,09-May-2022 19:23:03
31,12132,10120086,715,09-May-2022 19:23:03
32,12133,34050268,586,09-May-2022 19:23:03
33,12134,30220290,566,09-May-2022 19:23:03
34,12135,30220382,622,09-May-2022 19:23:03
35,12136,31070017,627,09-May-2022 19:23:03
36,12137,31080044,665,09-May-2022 19:23:03
37,12138,21220152,558,09-May-2022 19:23:03
38,12139,21020030,553,09-May-2022 19:23:03
39,12140,21060230,629,09-May-2022 19:23:03
40,12141,62050006,324,09-May-2022 19:23:03
41,12142,55250050,469,09-May-2022 19:23:03
42,12143,55320159,410,09-May-2022 19:23:03
43,12144,15060056,583,09-May-2022 19:23:04
44,12145,60020001,487,09-May-2022 19:23:04
45,12146,10050109,395,09-May-2022 19:23:04
46,12147,10070078,514,09-May-2022 19:23:04
47,12148,10140038,640,09-May-2022 19:23:04
48,12149,10260048,619,09-May-2022 19:23:04
49,12150,34170061,509,09-May-2022 19:23:04
0,12151,30220209,510,09-May-2022 19:23:04
1,12152,30260013,596,09-May-2022 19:23:04
2,12153,31080127,439,09-May-2022 19:23:04
3,12154,24020612,529,09-May-2022 19:23:04
4,12155,24020903,558,09-May-2022 19:23:04
5,12156,22140056,731,09-May-2022 19:23:04
6,12157,22260155,643,09-May-2022 19:23:04
7,12158,21060361,584,09-May-2022 19:23:04
8,12159,56270065,395,09-May-2022 19:23:04
9,12160,52070023,464,09-May-2022 19:23:04
10,12161,55170077,515,09-May-2022 19:23:04
11,12162,39010539,596,09-May-2022 19:23:04
12,12163,39061172,495,09-May-2022 19:23:04
13,12164,35040094,437,09-May-2022 19:23:04
14,12165,75040426,602,09-May-2022 19:23:04
15,12166,11130002,622,09-May-2022 19:23:04
16,12167,14190096,496,09-May-2022 19:23:05
17,12168,69170037,524,09-May-2022 19:23:05
18,12169,2040002,601,09-May-2022 19:23:05
19,12170,5070017,605,09-May-2022 19:23:05
20,12171,21170008,593,09-May-2022 19:23:05
21,12172,21200143,611,09-May-2022 19:23:05
22,12173,63030012,425,09-May-2022 19:23:05
23,12174,55170060,660,09-May-2022 19:23:05
24,12175,56300024,556,09-May-2022 19:23:05
25,12176,58030039,429,09-May-2022 19:23:05
26,12177,53160056,483,09-May-2022 19:23:05
27,12178,49080116,603,09-May-2022 19:23:05
28,12179,39040670,447,09-May-2022 19:23:05
29,12180,37100013,554,09-May-2022 19:23:05
30,12181,76070499,524,09-May-2022 19:23:05
31,12182,10120025,449,09-May-2022 19:23:05
32,12183,76040292,516,09-May-2022 19:23:06
33,12184,75010442,585,09-May-2022 19:23:06
34,12185,74030574,601,09-May-2022 19:23:06
35,12186,74040232,523,09-May-2022 19:23:06
36,12187,74040121,439,09-May-2022 19:23:06
37,12188,74041245,519,09-May-2022 19:23:06
38,12189,75010151,624,09-May-2022 19:23:06
39,12190,10280065,678,09-May-2022 19:23:06
40,12191,14100019,688,09-May-2022 19:23:06
41,12192,74030170,701,09-May-2022 19:23:06
42,12193,13100001,649,09-May-2022 19:23:06
43,12194,5090037,508,09-May-2022 19:23:06
44,12195,8050042,566,09-May-2022 19:23:06
45,12196,33160001,559,09-May-2022 19:23:06
46,12197,22230104,612,09-May-2022 19:23:06
47,12198,21030123,607,09-May-2022 19:23:06
48,12199,21050087,526,09-May-2022 19:23:06
49,12200,56450009,649,09-May-2022 19:23:06
0,12201,45010033,471,09-May-2022 19:23:06
1,12202,46100072,495,09-May-2022 19:23:06
2,12203,39141519,492,09-May-2022 19:23:06
3,12204,37070006,404,09-May-2022 19:23:06
4,12205,37350021,601,09-May-2022 19:23:06
5,12206,39010132,593,09-May-2022 19:23:06
6,12207,76050382,649,09-May-2022 19:23:06
7,12208,80070086,478,09-May-2022 19:23:06
8,12209,75010946,598,09-May-2022 19:23:07
9,12210,73170035,289,09-May-2022 19:23:07
10,12211,58080164,644,09-May-2022 19:23:07
11,12212,14060024,617,09-May-2022 19:23:07
12,12213,17100032,575,09-May-2022 19:23:07
13,12214,11020029,481,09-May-2022 19:23:07
14,12215,10320023,673,09-May-2022 19:23:07
15,12216,10140324,567,09-May-2022 19:23:07
16,12217,10190067,598,09-May-2022 19:23:07
17,12218,5020074,488,09-May-2022 19:23:07
18,12219,6150001,571,09-May-2022 19:23:07
19,12220,34040234,525,09-May-2022 19:23:07
20,12221,30220505,623,09-May-2022 19:23:07
21,12222,30220369,479,09-May-2022 19:23:07
22,12223,22190124,480,09-May-2022 19:23:07
23,12224,22340091,500,09-May-2022 19:23:07
24,12225,21170007,588,09-May-2022 19:23:07
25,12226,21230108,623,09-May-2022 19:23:07
26,12227,17300063,479,09-May-2022 19:23:07
27,12228,21050031,411,09-May-2022 19:23:07
28,12229,21060392,708,09-May-2022 19:23:07
29,12230,21060502,497,09-May-2022 19:23:07
30,12231,53200026,666,09-May-2022 19:23:07
31,12232,55030043,696,09-May-2022 19:23:07
32,12233,49170028,592,09-May-2022 19:23:07
33,12234,49220011,540,09-May-2022 19:23:07
34,12235,50050010,615,09-May-2022 19:23:07
35,12236,41110064,446,09-May-2022 19:23:07
36,12237,39071683,557,09-May-2022 19:23:07
37,12238,39141846,434,09-May-2022 19:23:07
38,12239,37130015,425,09-May-2022 19:23:07
39,12240,76070538,577,09-May-2022 19:23:07
40,12241,76070481,599,09-May-2022 19:23:07
41,12242,76020451,573,09-May-2022 19:23:07
42,12243,71140038,641,09-May-2022 19:23:08
43,12244,8010038,590,09-May-2022 19:23:08
44,12245,10160036,670,09-May-2022 19:23:08
45,12246,10050195,638,09-May-2022 19:23:08
46,12247,11020198,506,09-May-2022 19:23:08
47,12248,19130017,398,09-May-2022 19:23:08
48,12249,21060425,619,09-May-2022 19:23:08
49,12250,59100019,280,09-May-2022 19:23:08
0,12251,32130005,700,09-May-2022 19:23:08
1,12252,21220034,559,09-May-2022 19:23:08
2,12253,64010004,234,09-May-2022 19:23:08
3,12254,30250087,582,09-May-2022 19:23:08
4,12255,55330010,609,09-May-2022 19:23:08
5,12256,34050436,549,09-May-2022 19:23:08
6,12257,33070001,643,09-May-2022 19:23:08
7,12258,32130057,506,09-May-2022 19:23:08
8,12259,75010294,586,09-May-2022 19:23:09
9,12260,76050161,509,09-May-2022 19:23:09
10,12261,76040456,501,09-May-2022 19:23:09
11,12262,76030326,646,09-May-2022 19:23:09
12,12263,76020423,556,09-May-2022 19:23:09
13,12264,83030005,563,09-May-2022 19:23:09
14,12265,80040016,515,09-May-2022 19:23:09
15,12266,37350005,627,09-May-2022 19:23:09
16,12267,39061092,344,09-May-2022 19:23:09
17,12268,13120076,620,09-May-2022 19:23:09
18,12269,10310105,542,09-May-2022 19:23:09
19,12270,44020014,353,09-May-2022 19:23:09
20,12271,33020040,608,09-May-2022 19:23:09
21,12272,30220242,633,09-May-2022 19:23:09
22,12273,30220358,625,09-May-2022 19:23:09
23,12274,30400028,159,09-May-2022 19:23:09
24,12275,24120070,587,09-May-2022 19:23:09
25,12276,25080038,543,09-May-2022 19:23:09
26,12277,22170694,585,09-May-2022 19:23:09
27,12278,22240005,631,09-May-2022 19:23:09
28,12279,21160036,627,09-May-2022 19:23:09
29,12280,55220080,530,09-May-2022 19:23:09
30,12281,54060100,611,09-May-2022 19:23:09
31,12282,58130106,659,09-May-2022 19:23:09
32,12283,64040018,473,09-May-2022 19:23:09
33,12284,74020133,665,09-May-2022 19:23:09
34,12285,74040189,465,09-May-2022 19:23:09
35,12286,74040007,576,09-May-2022 19:23:09
36,12287,14170020,637,09-May-2022 19:23:10
37,12288,59050009,215,09-May-2022 19:23:10
38,12289,60050043,478,09-May-2022 19:23:10
39,12290,10310095,654,09-May-2022 19:23:10
40,12291,11110007,520,09-May-2022 19:23:10
41,12292,5060116,497,09-May-2022 19:23:10
42,12293,8100002,463,09-May-2022 19:23:10
43,12294,34050090,602,09-May-2022 19:23:10
44,12295,30260040,483,09-May-2022 19:23:10
45,12296,30290038,451,09-May-2022 19:23:10
46,12297,22260121,622,09-May-2022 19:23:10
47,12298,55320012,450,09-May-2022 19:23:10
48,12299,56190002,436,09-May-2022 19:23:10
49,12300,52090064,486,09-May-2022 19:23:10
